meter_ts,plant_code,kwh
2024-03-08 15:00:00,STL-004,927.2
2024-03-08 16:00:00,STL-001,787.2
2024-03-08 16:00:00,STL-002,913.2
2024-03-08 16:00:00,STL-003,881.4
2024-03-08 16:00:00,STL-004,761.4
2024-03-08 17:00:00,STL-001,776.9
2024-03-08 17:00:00,STL-002,733.9
2024-03-08 17:00:00,STL-003,733.2
2024-03-08 17:00:00,STL-004,726.8
2024-03-08 18:00:00,STL-001,672.4
2024-03-08 18:00:00,STL-002,648.4
2024-03-08 18:00:00,STL-003,688.3
2024-03-08 18:00:00,STL-004,698.6
2024-03-08 19:00:00,STL-001,820.7
2024-03-08 19:00:00,STL-002,695.5
2024-03-08 19:00:00,STL-003,822.0
2024-03-08 19:00:00,STL-004,708.1
2024-03-08 20:00:00,STL-001,815.9
2024-03-08 20:00:00,STL-002,894.0
2024-03-08 20:00:00,STL-003,894.1
2024-03-08 20:00:00,STL-004,828.7
2024-03-08 21:00:00,STL-001,873.5
2024-03-08 21:00:00,STL-002,954.9
2024-03-08 21:00:00,STL-003,935.6
2024-03-08 21:00:00,STL-004,1040.5
2024-03-08 22:00:00,STL-001,1013.7
2024-03-08 22:00:00,STL-002,1050.7
2024-03-08 22:00:00,STL-003,1165.8
2024-03-08 22:00:00,STL-004,978.5
2024-03-08 23:00:00,STL-001,1147.0
2024-03-08 23:00:00,STL-002,1240.7
2024-03-08 23:00:00,STL-003,1230.1
2024-03-08 23:00:00,STL-004,1060.6
2024-03-09 00:00:00,STL-001,1088.4
2024-03-09 00:00:00,STL-002,1095.0
2024-03-09 00:00:00,STL-003,1300.8
2024-03-09 00:00:00,STL-004,1141.7
2024-03-09 01:00:00,STL-001,1225.6
2024-03-09 01:00:00,STL-002,1260.9
2024-03-09 01:00:00,STL-003,1130.3
2024-03-09 01:00:00,STL-004,1114.7
2024-03-09 02:00:00,STL-001,1178.9
2024-03-09 02:00:00,STL-002,1105.3
2024-03-09 02:00:00,STL-003,1028.6
2024-03-09 02:00:00,STL-004,1126.8
2024-03-09 03:00:00,STL-001,924.8
2024-03-09 03:00:00,STL-002,916.9
2024-03-09 03:00:00,STL-003,864.7
2024-03-09 03:00:00,STL-004,1009.1
2024-03-09 04:00:00,STL-001,910.0
2024-03-09 04:00:00,STL-002,862.5
2024-03-09 04:00:00,STL-003,914.5
2024-03-09 04:00:00,STL-004,760.1
2024-03-09 05:00:00,STL-001,712.1
2024-03-09 05:00:00,STL-002,748.4
2024-03-09 05:00:00,STL-003,820.9
2024-03-09 05:00:00,STL-004,820.4
2024-03-09 06:00:00,STL-001,703.7
2024-03-09 06:00:00,STL-002,684.2
2024-03-09 06:00:00,STL-003,709.9
2024-03-09 06:00:00,STL-004,719.1
2024-03-09 07:00:00,STL-001,816.6
2024-03-09 07:00:00,STL-002,704.5
2024-03-09 07:00:00,STL-003,797.7
2024-03-09 07:00:00,STL-004,788.0
2024-03-09 08:00:00,STL-001,894.2
2024-03-09 08:00:00,STL-002,885.8
2024-03-09 08:00:00,STL-003,858.0
2024-03-09 08:00:00,STL-004,811.1
2024-03-09 09:00:00,STL-001,925.4
2024-03-09 09:00:00,STL-002,933.5
2024-03-09 09:00:00,STL-003,1014.2
2024-03-09 09:00:00,STL-004,879.2
2024-03-09 10:00:00,STL-001,1014.6
2024-03-09 10:00:00,STL-002,1134.6
2024-03-09 10:00:00,STL-003,1025.4
2024-03-09 10:00:00,STL-004,986.0
2024-03-09 11:00:00,STL-001,1059.0
2024-03-09 11:00:00,STL-002,1180.1
2024-03-09 11:00:00,STL-003,1127.1
2024-03-09 11:00:00,STL-004,1280.0
2024-03-09 12:00:00,STL-001,1292.0
2024-03-09 12:00:00,STL-002,1317.1
2024-03-09 12:00:00,STL-003,1143.6
2024-03-09 12:00:00,STL-004,1100.2
2024-03-09 13:00:00,STL-001,1073.6
2024-03-09 13:00:00,STL-002,1167.5
2024-03-09 13:00:00,STL-003,1216.8
2024-03-09 13:00:00,STL-004,1155.5
2024-03-09 14:00:00,STL-001,1022.6
2024-03-09 14:00:00,STL-002,1062.0
2024-03-09 14:00:00,STL-003,1106.0
2024-03-09 14:00:00,STL-004,1117.6
2024-03-09 15:00:00,STL-001,1007.6
2024-03-09 15:00:00,STL-002,1026.6
2024-03-09 15:00:00,STL-003,991.6
2024-03-09 15:00:00,STL-004,887.3
2024-03-09 16:00:00,STL-001,897.3
2024-03-09 16:00:00,STL-002,805.4
2024-03-09 16:00:00,STL-003,851.2
2024-03-09 16:00:00,STL-004,818.7
2024-03-09 17:00:00,STL-001,788.0
2024-03-09 17:00:00,STL-002,706.9
2024-03-09 17:00:00,STL-003,714.2
2024-03-09 17:00:00,STL-004,713.8
2024-03-09 18:00:00,STL-001,670.1
2024-03-09 18:00:00,STL-002,775.3
2024-03-09 18:00:00,STL-003,731.3
2024-03-09 18:00:00,STL-004,695.0
2024-03-09 19:00:00,STL-001,736.5
2024-03-09 19:00:00,STL-002,826.2
2024-03-09 19:00:00,STL-003,753.3
2024-03-09 19:00:00,STL-004,711.7
2024-03-09 20:00:00,STL-001,891.8
2024-03-09 20:00:00,STL-002,865.8
2024-03-09 20:00:00,STL-003,922.5
2024-03-09 20:00:00,STL-004,773.2
2024-03-09 21:00:00,STL-001,955.2
2024-03-09 21:00:00,STL-002,1021.3
2024-03-09 21:00:00,STL-003,1025.4
2024-03-09 21:00:00,STL-004,1039.6
2024-03-09 22:00:00,STL-001,980.7
2024-03-09 22:00:00,STL-002,1035.4
2024-03-09 22:00:00,STL-003,997.8
2024-03-09 22:00:00,STL-004,1012.9
2024-03-09 23:00:00,STL-001,1278.3
2024-03-09 23:00:00,STL-002,1187.3
2024-03-09 23:00:00,STL-003,1268.3
2024-03-09 23:00:00,STL-004,1138.0
2024-03-10 00:00:00,STL-001,1287.9
2024-03-10 00:00:00,STL-002,1187.8
2024-03-10 00:00:00,STL-003,1142.4
2024-03-10 00:00:00,STL-004,1266.7
2024-03-10 01:00:00,STL-001,1271.9
2024-03-10 01:00:00,STL-002,1075.8
2024-03-10 01:00:00,STL-003,1190.3
2024-03-10 01:00:00,STL-004,1195.9
2024-03-10 02:00:00,STL-001,1019.0
2024-03-10 02:00:00,STL-002,1051.6
2024-03-10 02:00:00,STL-003,1002.5
2024-03-10 02:00:00,STL-004,1016.1
2024-03-10 03:00:00,STL-001,912.9
2024-03-10 03:00:00,STL-002,979.1
2024-03-10 03:00:00,STL-003,989.1
2024-03-10 03:00:00,STL-004,903.1
2024-03-10 04:00:00,STL-001,757.9
2024-03-10 04:00:00,STL-002,811.0
2024-03-10 04:00:00,STL-003,870.0
2024-03-10 04:00:00,STL-004,787.1
2024-03-10 05:00:00,STL-001,723.9
2024-03-10 05:00:00,STL-002,707.5
2024-03-10 05:00:00,STL-003,796.6
2024-03-10 05:00:00,STL-004,759.4
2024-03-10 06:00:00,STL-001,657.1
2024-03-10 06:00:00,STL-002,662.6
2024-03-10 06:00:00,STL-003,704.9
2024-03-10 06:00:00,STL-004,727.2
2024-03-10 07:00:00,STL-001,773.1
2024-03-10 07:00:00,STL-002,690.7
2024-03-10 07:00:00,STL-003,701.6
2024-03-10 07:00:00,STL-004,781.5
2024-03-10 08:00:00,STL-001,824.8
2024-03-10 08:00:00,STL-002,803.6
2024-03-10 08:00:00,STL-003,807.7
2024-03-10 08:00:00,STL-004,916.1
2024-03-10 09:00:00,STL-001,924.0
2024-03-10 09:00:00,STL-002,972.8
2024-03-10 09:00:00,STL-003,932.6
2024-03-10 09:00:00,STL-004,944.0
2024-03-10 10:00:00,STL-001,1158.7
2024-03-10 10:00:00,STL-002,1187.3
2024-03-10 10:00:00,STL-003,1050.6
2024-03-10 10:00:00,STL-004,1014.6
2024-03-10 11:00:00,STL-001,1221.1
2024-03-10 11:00:00,STL-002,1098.6
2024-03-10 11:00:00,STL-003,1052.4
2024-03-10 11:00:00,STL-004,1261.7
2024-03-10 12:00:00,STL-001,1181.7
2024-03-10 12:00:00,STL-002,1276.9
2024-03-10 12:00:00,STL-003,1177.5
2024-03-10 12:00:00,STL-004,1291.9
2024-03-10 13:00:00,STL-001,1158.7
2024-03-10 13:00:00,STL-002,1089.0
2024-03-10 13:00:00,STL-003,1054.5
2024-03-10 13:00:00,STL-004,1179.9
2024-03-10 14:00:00,STL-001,1110.4
2024-03-10 14:00:00,STL-002,1168.5
2024-03-10 14:00:00,STL-003,991.2
2024-03-10 14:00:00,STL-004,1106.4
2024-03-10 15:00:00,STL-001,935.2
2024-03-10 15:00:00,STL-002,960.9
2024-03-10 15:00:00,STL-003,892.0
2024-03-10 15:00:00,STL-004,918.4
2024-03-10 16:00:00,STL-001,843.6
2024-03-10 16:00:00,STL-002,911.5
2024-03-10 16:00:00,STL-003,774.3
2024-03-10 16:00:00,STL-004,838.4
2024-03-10 17:00:00,STL-001,798.0
2024-03-10 17:00:00,STL-002,822.4
2024-03-10 17:00:00,STL-003,706.6
2024-03-10 17:00:00,STL-004,696.0
2024-03-10 18:00:00,STL-001,783.8
2024-03-10 18:00:00,STL-002,788.5
2024-03-10 18:00:00,STL-003,717.5
2024-03-10 18:00:00,STL-004,655.7
2024-03-10 19:00:00,STL-001,816.3
2024-03-10 19:00:00,STL-002,735.3
2024-03-10 19:00:00,STL-003,813.0
2024-03-10 19:00:00,STL-004,770.3
2024-03-10 20:00:00,STL-001,894.5
2024-03-10 20:00:00,STL-002,782.9
2024-03-10 20:00:00,STL-003,888.0
2024-03-10 20:00:00,STL-004,793.3
2024-03-10 21:00:00,STL-001,941.7
2024-03-10 21:00:00,STL-002,1026.5
2024-03-10 21:00:00,STL-003,1023.2
2024-03-10 21:00:00,STL-004,899.1
2024-03-10 22:00:00,STL-001,1019.1
2024-03-10 22:00:00,STL-002,1058.3
2024-03-10 22:00:00,STL-003,1083.9
2024-03-10 22:00:00,STL-004,1054.9
2024-03-10 23:00:00,STL-001,1079.8
2024-03-10 23:00:00,STL-002,1108.8
2024-03-10 23:00:00,STL-003,1220.4
2024-03-10 23:00:00,STL-004,1260.6
2024-03-11 00:00:00,STL-001,1089.9
2024-03-11 00:00:00,STL-002,1215.0
2024-03-11 00:00:00,STL-003,1261.8
2024-03-11 00:00:00,STL-004,1089.2
2024-03-11 01:00:00,STL-001,1246.8
2024-03-11 01:00:00,STL-002,1078.6
2024-03-11 01:00:00,STL-003,1191.1
2024-03-11 01:00:00,STL-004,1179.5
2024-03-11 02:00:00,STL-001,1107.4
2024-03-11 02:00:00,STL-002,1038.1
2024-03-11 02:00:00,STL-003,1062.7
2024-03-11 02:00:00,STL-004,1097.8
2024-03-11 03:00:00,STL-001,945.7
2024-03-11 03:00:00,STL-002,990.5
2024-03-11 03:00:00,STL-003,949.8
2024-03-11 03:00:00,STL-004,948.2
2024-03-11 04:00:00,STL-001,759.9
2024-03-11 04:00:00,STL-002,860.0
2024-03-11 04:00:00,STL-003,838.2
2024-03-11 04:00:00,STL-004,795.5
2024-03-11 05:00:00,STL-001,791.8
2024-03-11 05:00:00,STL-002,794.3
2024-03-11 05:00:00,STL-003,745.9
2024-03-11 05:00:00,STL-004,704.0
2024-03-11 06:00:00,STL-001,716.1
2024-03-11 06:00:00,STL-002,663.4
2024-03-11 06:00:00,STL-003,666.5
2024-03-11 06:00:00,STL-004,710.0
2024-03-11 07:00:00,STL-001,690.7
2024-03-11 07:00:00,STL-002,743.4
2024-03-11 07:00:00,STL-003,753.7
2024-03-11 07:00:00,STL-004,683.1
2024-03-11 08:00:00,STL-001,862.9
2024-03-11 08:00:00,STL-002,769.8
2024-03-11 08:00:00,STL-003,879.2
2024-03-11 08:00:00,STL-004,886.6
2024-03-11 09:00:00,STL-001,962.2
2024-03-11 09:00:00,STL-002,874.4
2024-03-11 09:00:00,STL-003,960.8
2024-03-11 09:00:00,STL-004,936.5
2024-03-11 10:00:00,STL-001,1177.4
2024-03-11 10:00:00,STL-002,1001.4
2024-03-11 10:00:00,STL-003,1157.1
2024-03-11 10:00:00,STL-004,1187.2
2024-03-11 11:00:00,STL-001,1222.1
2024-03-11 11:00:00,STL-002,1241.4
2024-03-11 11:00:00,STL-003,1096.3
2024-03-11 11:00:00,STL-004,1280.4
2024-03-11 12:00:00,STL-001,1198.0
2024-03-11 12:00:00,STL-002,1309.6
2024-03-11 12:00:00,STL-003,1299.8
2024-03-11 12:00:00,STL-004,1119.6
2024-03-11 13:00:00,STL-001,1235.2
2024-03-11 13:00:00,STL-002,1268.4
2024-03-11 13:00:00,STL-003,1066.4
2024-03-11 13:00:00,STL-004,1133.0
2024-03-11 14:00:00,STL-001,1135.3
2024-03-11 14:00:00,STL-002,1006.3
2024-03-11 14:00:00,STL-003,1165.7
2024-03-11 14:00:00,STL-004,1031.4
2024-03-11 15:00:00,STL-001,1020.6
2024-03-11 15:00:00,STL-002,891.6
2024-03-11 15:00:00,STL-003,960.4
2024-03-11 15:00:00,STL-004,1040.6
2024-03-11 16:00:00,STL-001,791.0
2024-03-11 16:00:00,STL-002,800.2
2024-03-11 16:00:00,STL-003,841.0
2024-03-11 16:00:00,STL-004,809.6
2024-03-11 17:00:00,STL-001,682.5
2024-03-11 17:00:00,STL-002,704.3
2024-03-11 17:00:00,STL-003,701.2
2024-03-11 17:00:00,STL-004,817.8
2024-03-11 18:00:00,STL-001,745.9
2024-03-11 18:00:00,STL-002,776.9
2024-03-11 18:00:00,STL-003,672.3
2024-03-11 18:00:00,STL-004,761.0
2024-03-11 19:00:00,STL-001,694.2
2024-03-11 19:00:00,STL-002,756.8
2024-03-11 19:00:00,STL-003,772.7
2024-03-11 19:00:00,STL-004,731.1
2024-03-11 20:00:00,STL-001,902.7
2024-03-11 20:00:00,STL-002,849.3
2024-03-11 20:00:00,STL-003,853.4
2024-03-11 20:00:00,STL-004,904.3
2024-03-11 21:00:00,STL-001,884.1
2024-03-11 21:00:00,STL-002,1054.6
2024-03-11 21:00:00,STL-003,984.9
2024-03-11 21:00:00,STL-004,939.7
2024-03-11 22:00:00,STL-001,1144.3
2024-03-11 22:00:00,STL-002,1029.2
2024-03-11 22:00:00,STL-003,1185.9
2024-03-11 22:00:00,STL-004,1096.7
2024-03-11 23:00:00,STL-001,1135.2
2024-03-11 23:00:00,STL-002,1229.7
2024-03-11 23:00:00,STL-003,1154.4
2024-03-11 23:00:00,STL-004,1092.3
2024-03-12 00:00:00,STL-001,1258.5
2024-03-12 00:00:00,STL-002,1091.6
2024-03-12 00:00:00,STL-003,1276.8
2024-03-12 00:00:00,STL-004,1140.9
2024-03-12 01:00:00,STL-001,1200.4
2024-03-12 01:00:00,STL-002,1280.9
2024-03-12 01:00:00,STL-003,1187.9
2024-03-12 01:00:00,STL-004,1206.1
2024-03-12 02:00:00,STL-001,1039.5
2024-03-12 02:00:00,STL-002,972.4
2024-03-12 02:00:00,STL-003,979.3
2024-03-12 02:00:00,STL-004,1004.3
2024-03-12 03:00:00,STL-001,982.3
2024-03-12 03:00:00,STL-002,947.0
2024-03-12 03:00:00,STL-003,962.4
2024-03-12 03:00:00,STL-004,1035.9
2024-03-12 04:00:00,STL-001,778.2
2024-03-12 04:00:00,STL-002,794.2
2024-03-12 04:00:00,STL-003,865.7
2024-03-12 04:00:00,STL-004,759.7
2024-03-12 05:00:00,STL-001,677.3
2024-03-12 05:00:00,STL-002,730.3
2024-03-12 05:00:00,STL-003,692.9
2024-03-12 05:00:00,STL-004,730.7
2024-03-12 06:00:00,STL-001,680.3
2024-03-12 06:00:00,STL-002,732.0
2024-03-12 06:00:00,STL-003,732.8
2024-03-12 06:00:00,STL-004,677.4
2024-03-12 07:00:00,STL-001,770.8
2024-03-12 07:00:00,STL-002,748.4
2024-03-12 07:00:00,STL-003,697.2
2024-03-12 07:00:00,STL-004,817.8
2024-03-12 08:00:00,STL-001,796.9
2024-03-12 08:00:00,STL-002,781.1
2024-03-12 08:00:00,STL-003,772.1
2024-03-12 08:00:00,STL-004,863.2
2024-03-12 09:00:00,STL-001,1031.3
2024-03-12 09:00:00,STL-002,1014.2
2024-03-12 09:00:00,STL-003,941.2
2024-03-12 09:00:00,STL-004,914.7
2024-03-12 10:00:00,STL-001,974.5
2024-03-12 10:00:00,STL-002,1111.3
2024-03-12 10:00:00,STL-003,1093.5
2024-03-12 10:00:00,STL-004,1047.7
2024-03-12 11:00:00,STL-001,1201.9
2024-03-12 11:00:00,STL-002,1154.7
2024-03-12 11:00:00,STL-003,1270.0
2024-03-12 11:00:00,STL-004,1222.4
2024-03-12 12:00:00,STL-001,1139.6
2024-03-12 12:00:00,STL-002,1296.8
2024-03-12 12:00:00,STL-003,1090.6
2024-03-12 12:00:00,STL-004,1207.6
2024-03-12 13:00:00,STL-001,1145.9
2024-03-12 13:00:00,STL-002,1106.6
2024-03-12 13:00:00,STL-003,1064.7
2024-03-12 13:00:00,STL-004,1233.0
2024-03-12 14:00:00,STL-001,974.7
2024-03-12 14:00:00,STL-002,1091.0
2024-03-12 14:00:00,STL-003,1175.2
2024-03-12 14:00:00,STL-004,1002.7
2024-03-12 15:00:00,STL-001,902.3
2024-03-12 15:00:00,STL-002,980.8
2024-03-12 15:00:00,STL-003,961.3
2024-03-12 15:00:00,STL-004,987.2
2024-03-12 16:00:00,STL-001,892.6
2024-03-12 16:00:00,STL-002,785.3
2024-03-12 16:00:00,STL-003,808.0
2024-03-12 16:00:00,STL-004,806.4
2024-03-12 17:00:00,STL-001,684.2
2024-03-12 17:00:00,STL-002,810.7
2024-03-12 17:00:00,STL-003,794.7
2024-03-12 17:00:00,STL-004,784.6
2024-03-12 18:00:00,STL-001,648.9
2024-03-12 18:00:00,STL-002,769.6
2024-03-12 18:00:00,STL-003,755.3
2024-03-12 18:00:00,STL-004,715.0
2024-03-12 19:00:00,STL-001,788.5
2024-03-12 19:00:00,STL-002,745.0
2024-03-12 19:00:00,STL-003,710.9
2024-03-12 19:00:00,STL-004,692.8
2024-03-12 20:00:00,STL-001,795.0
2024-03-12 20:00:00,STL-002,762.5
2024-03-12 20:00:00,STL-003,812.4
2024-03-12 20:00:00,STL-004,881.9
2024-03-12 21:00:00,STL-001,997.5
2024-03-12 21:00:00,STL-002,1026.3
2024-03-12 21:00:00,STL-003,1000.6
2024-03-12 21:00:00,STL-004,915.1
2024-03-12 22:00:00,STL-001,1091.6
2024-03-12 22:00:00,STL-002,1066.2
2024-03-12 22:00:00,STL-003,1142.3
2024-03-12 22:00:00,STL-004,1085.0
2024-03-12 23:00:00,STL-001,1113.0
2024-03-12 23:00:00,STL-002,1201.0
2024-03-12 23:00:00,STL-003,1276.5
2024-03-12 23:00:00,STL-004,1101.7
2024-03-13 00:00:00,STL-001,1291.2
2024-03-13 00:00:00,STL-002,1083.7
2024-03-13 00:00:00,STL-003,1142.5
2024-03-13 00:00:00,STL-004,1136.7
2024-03-13 01:00:00,STL-001,1224.8
2024-03-13 01:00:00,STL-002,1271.7
2024-03-13 01:00:00,STL-003,1225.3
2024-03-13 01:00:00,STL-004,1127.4
2024-03-13 02:00:00,STL-001,1162.1
2024-03-13 02:00:00,STL-002,1043.0
2024-03-13 02:00:00,STL-003,1023.7
2024-03-13 02:00:00,STL-004,1168.0
2024-03-13 03:00:00,STL-001,985.1
2024-03-13 03:00:00,STL-002,997.0
2024-03-13 03:00:00,STL-003,991.7
2024-03-13 03:00:00,STL-004,1052.0
2024-03-13 04:00:00,STL-001,834.9
2024-03-13 04:00:00,STL-002,897.1
2024-03-13 04:00:00,STL-003,873.2
2024-03-13 04:00:00,STL-004,900.1
2024-03-13 05:00:00,STL-001,742.7
2024-03-13 05:00:00,STL-002,785.9
2024-03-13 05:00:00,STL-003,762.7
2024-03-13 05:00:00,STL-004,723.2
2024-03-13 06:00:00,STL-001,678.5
2024-03-13 06:00:00,STL-002,737.7
2024-03-13 06:00:00,STL-003,659.2
2024-03-13 06:00:00,STL-004,779.2
2024-03-13 07:00:00,STL-001,698.7
2024-03-13 07:00:00,STL-002,681.0
2024-03-13 07:00:00,STL-003,693.0
2024-03-13 07:00:00,STL-004,816.7
2024-03-13 08:00:00,STL-001,813.9
2024-03-13 08:00:00,STL-002,779.8
2024-03-13 08:00:00,STL-003,760.8
2024-03-13 08:00:00,STL-004,763.0
2024-03-13 09:00:00,STL-001,997.0
2024-03-13 09:00:00,STL-002,985.7
2024-03-13 09:00:00,STL-003,997.8
2024-03-13 09:00:00,STL-004,1005.5
2024-03-13 10:00:00,STL-001,986.2
2024-03-13 10:00:00,STL-002,1099.5
2024-03-13 10:00:00,STL-003,1050.5
2024-03-13 10:00:00,STL-004,1148.6
2024-03-13 11:00:00,STL-001,1242.5
2024-03-13 11:00:00,STL-002,1259.2
2024-03-13 11:00:00,STL-003,1066.5
2024-03-13 11:00:00,STL-004,1253.8
2024-03-13 12:00:00,STL-001,1299.5
2024-03-13 12:00:00,STL-002,1306.6
2024-03-13 12:00:00,STL-003,1105.7
2024-03-13 12:00:00,STL-004,1129.4
2024-03-13 13:00:00,STL-001,1077.2
2024-03-13 13:00:00,STL-002,1059.1
2024-03-13 13:00:00,STL-003,1249.1
2024-03-13 13:00:00,STL-004,1240.7
2024-03-13 14:00:00,STL-001,1109.0
2024-03-13 14:00:00,STL-002,1150.2
2024-03-13 14:00:00,STL-003,1108.4
2024-03-13 14:00:00,STL-004,1034.1
2024-03-13 15:00:00,STL-001,883.2
2024-03-13 15:00:00,STL-002,882.8
2024-03-13 15:00:00,STL-003,1009.4
2024-03-13 15:00:00,STL-004,903.4
2024-03-13 16:00:00,STL-001,809.6
2024-03-13 16:00:00,STL-002,827.2
2024-03-13 16:00:00,STL-003,759.5
2024-03-13 16:00:00,STL-004,799.1
2024-03-13 17:00:00,STL-001,719.4
2024-03-13 17:00:00,STL-002,784.6
2024-03-13 17:00:00,STL-003,732.3
2024-03-13 17:00:00,STL-004,725.2
2024-03-13 18:00:00,STL-001,786.8
2024-03-13 18:00:00,STL-002,720.5
2024-03-13 18:00:00,STL-003,770.6
2024-03-13 18:00:00,STL-004,737.0
2024-03-13 19:00:00,STL-001,681.6
2024-03-13 19:00:00,STL-002,739.1
2024-03-13 19:00:00,STL-003,742.6
2024-03-13 19:00:00,STL-004,793.2
2024-03-13 20:00:00,STL-001,814.3
2024-03-13 20:00:00,STL-002,874.4
2024-03-13 20:00:00,STL-003,846.4
2024-03-13 20:00:00,STL-004,792.4
2024-03-13 21:00:00,STL-001,1029.5
2024-03-13 21:00:00,STL-002,881.5
2024-03-13 21:00:00,STL-003,1021.4
2024-03-13 21:00:00,STL-004,896.7
2024-03-13 22:00:00,STL-001,972.3
2024-03-13 22:00:00,STL-002,1015.6
2024-03-13 22:00:00,STL-003,1136.6
2024-03-13 22:00:00,STL-004,1183.2
2024-03-13 23:00:00,STL-001,1052.1
2024-03-13 23:00:00,STL-002,1165.7
2024-03-13 23:00:00,STL-003,1165.9
2024-03-13 23:00:00,STL-004,1237.2
2024-03-14 00:00:00,STL-001,1124.3
2024-03-14 00:00:00,STL-002,1198.7
2024-03-14 00:00:00,STL-003,1163.3
2024-03-14 00:00:00,STL-004,1279.6
2024-03-14 01:00:00,STL-001,1111.9
2024-03-14 01:00:00,STL-002,1271.5
2024-03-14 01:00:00,STL-003,1117.3
2024-03-14 01:00:00,STL-004,1101.2
2024-03-14 02:00:00,STL-001,1123.1
2024-03-14 02:00:00,STL-002,1079.6
2024-03-14 02:00:00,STL-003,995.7
2024-03-14 02:00:00,STL-004,1109.5
2024-03-14 03:00:00,STL-001,879.5
2024-03-14 03:00:00,STL-002,1015.3
2024-03-14 03:00:00,STL-003,997.9
2024-03-14 03:00:00,STL-004,1015.1
2024-03-14 04:00:00,STL-001,861.5
2024-03-14 04:00:00,STL-002,815.7
2024-03-14 04:00:00,STL-003,823.4
2024-03-14 04:00:00,STL-004,822.3
2024-03-14 05:00:00,STL-001,810.9
2024-03-14 05:00:00,STL-002,689.9
2024-03-14 05:00:00,STL-003,810.6
2024-03-14 05:00:00,STL-004,680.7
2024-03-14 06:00:00,STL-001,677.7
2024-03-14 06:00:00,STL-002,685.9
2024-03-14 06:00:00,STL-003,777.8
2024-03-14 06:00:00,STL-004,720.2
2024-03-14 07:00:00,STL-001,734.0
2024-03-14 07:00:00,STL-002,809.9
2024-03-14 07:00:00,STL-003,712.1
2024-03-14 07:00:00,STL-004,746.3
2024-03-14 08:00:00,STL-001,845.3
2024-03-14 08:00:00,STL-002,882.8
2024-03-14 08:00:00,STL-003,882.5
2024-03-14 08:00:00,STL-004,864.6
2024-03-14 09:00:00,STL-001,930.9
2024-03-14 09:00:00,STL-002,926.7
2024-03-14 09:00:00,STL-003,893.8
2024-03-14 09:00:00,STL-004,1025.9
2024-03-14 10:00:00,STL-001,1115.0
2024-03-14 10:00:00,STL-002,1132.3
2024-03-14 10:00:00,STL-003,1008.6
2024-03-14 10:00:00,STL-004,1066.8
2024-03-14 11:00:00,STL-001,1231.7
2024-03-14 11:00:00,STL-002,1186.3
